"","business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","BikeParking","BusinessAcceptsCreditCards","Garage","Street_Parking","Validated_Parking","Parking_Lot","Valet","GoodForKids","HasTV","NoiseLevel","OutdoorSeating","RestaurantsAttire","RestaurantsDelivery","RestaurantsGoodForGroups","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsTakeOut","Alcohol","Caters","DogsAllowed","DriveThru","dessert","latenight","lunch","dinner","breakfast","brunch","RestaurantsTableService","WheelchairAccessible","WiFi","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","BYOB","BYOBCorkage","Best_Mon","Best_Tue","Best_Fri","Best_Wed","Best_Thr","Best_Sun","Best_Sat","CoatCheck","Corkage","GoodForDancing","HappyHour","Music","Smoking","ByAppointmentOnly","AcceptsInsurance","BusinessAcceptsBitcoin","HairSpecializesIn","AgesAllowed","RestaurantsCounterService","Open24Hours","DietaryRestrictions","categories","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Mexican"
"11","vFnzV9uy9nEXFQgkSuv_AQ","Taste of India","","1609 E Bell Rd.","Phoenix","AZ","85022",33.6398283,-112.0472243,2,25,0,NA,"True"," False street"," False"," False"," True"," False","True","True","quiet","False","casual","False","True","2",NA,"True","full_bar",NA,NA,NA," False"," False"," True"," True"," False"," False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,"Indian, Pakistani, Restaurants",NA,NA,NA,NA,NA,NA,NA,0
"12","BUcyHikUyo4U12-3RvDKlg","Paradise Bakery and Cafe","","375 E Bell Rd","Phoenix","AZ","85022",33.6400536994,-112.067994484,2.5,91,0,"True","True"," False street"," False"," False"," True"," False","True","False","average","True","casual","False","True","2","False","True","none","True",NA,NA," False"," False"," True"," False"," False"," False","False","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Breakfast & Brunch, Food, Bakeries","6:0-21:0","6:0-21:0","6:0-21:0","6:0-21:0","6:0-21:0","6:0-21:0","6:0-18:0",0
"13","nUaLFTfUqVKMFQonsWBnag","Fry's","","4707 E Shea Blvd","Phoenix","AZ","85028",33.580882,-111.978891,4,147,1,"True","True"," False street"," False"," False"," True"," False","True",NA,NA,NA,"casual","True","True","2","False","True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","free"," False"," False"," False"," False"," False"," False"," False"," False"," False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Food, Bakeries, Grocery, Delis, Beer, Wine & Spirits","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","12:0-18:0",0
"14","fnaDx7UD4MiodQlgYHDwsQ","Dragon Palace","","13825 N 32nd St","Phoenix","AZ","85032",33.6124852,-112.012193,4,192,1,"True","True"," False street"," False"," False"," True"," False","True","False","quiet","False","casual","False","True","2","False","True","full_bar","False",NA,NA," False"," False"," True"," True"," False"," False","True","True","no"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Chinese","17:0-21:30","17:0-21:30","17:0-21:30","17:0-21:30","17:0-21:30","14:0-21:30","16:0-21:0",0
"15","fXzMs__3HjTYwKPMAb4jYA","Tom Yum Thai Restaurant","","3510 E Bell Rd","Phoenix","AZ","85032",33.641201,-112.0067284,4,127,1,"True","True"," False street"," False"," False"," True"," False","True","False","quiet","False","casual","False","True","2","False","True","none","True",NA,NA," False"," False"," True"," True"," False"," False","True",NA,"free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thai, Restaurants","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",0
"16","8NMf2dCmEGGKYR3SbMcnNA","Moga Crepes","","Paradise Valley Mall, 4550 E Cactus Rd","Phoenix","AZ","85032",33.6027450137,-111.983224221,4,11,0,"True","True"," True street"," False"," False"," True"," False","True","False","average","True","casual","False","True","1","False","True","none","True","True",NA," True"," False"," False"," False"," False"," False","False","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,"Caterers, Restaurants, Event Planning & Services, French, American (New), Creperies, Vegetarian, Desserts, Food","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-18:0",0
"17","Me_pYtoAeA2IkO8jOBi4HA","Wingstop","","1515 N 7th Ave, Ste 152","Phoenix","AZ","85007",33.4654804,-112.0822062,3.5,15,1,"True","True"," False street"," False"," False"," False"," False","True","True","average","True","casual","False","True","2","False","True","beer_and_wine","True",NA,NA," False"," False"," False"," False"," False"," False","True",NA,"free"," False"," False"," False"," False"," False"," False"," False"," False"," False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Chicken Wings","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0",0
"18","xePudDnTVh8CART_p0nlxQ","Hungry Street Grille","","","Phoenix","AZ","85048",33.2909097,-112.0357137,4.5,3,1,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Trucks, Food, Restaurants",NA,NA,NA,NA,NA,NA,NA,0
"19","bVqNtwcwIz2gAacHWYF2lw","Moon Valley Cafe","","502 E Thunderbird Rd","Phoenix","AZ","85022",33.6080946,-112.0663073,3.5,133,1,"True","True"," False street"," False"," False"," True"," False","True","True","average","True","casual","True","True","1","True","True","full_bar","True","True",NA," False"," False"," True"," False"," True"," False","True","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breakfast & Brunch, Restaurants, Cafes, American (Traditional)","6:0-14:30","6:0-14:30","6:0-14:30","6:0-14:30","6:0-21:0","6:0-14:30","7:0-14:30",0
"20","w96oa6oQk2kolYfy8Ja2Mw","Los Jarritos Restaurant","","4630 E Van Buren St","Phoenix","AZ","85008",33.4513418,-111.9810917,3,16,1,"True","True"," False street"," False"," False"," True"," False","True","False","average","False","casual","False","True","1","False","True","none","False",NA,NA," False"," False"," True"," False"," False"," False","True","True","no"," False"," False"," False"," False"," False"," False"," False"," False"," False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Restaurants",NA,NA,NA,NA,NA,NA,NA,0
"21","e-Hw1QkvwM2wN5Wm7p_msw","Old Country Buffet","","9620 Metro Pkwy W, Ste 153","Phoenix","AZ","85051",33.5743434,-112.1259291,2.5,76,1,"True","True"," False street"," True"," False"," False"," False","True","False","average","False","casual","False","True","2","False","True","none","False",NA,NA," False"," False"," False"," False"," False"," False","False","True","no"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American (New), Restaurants, American (Traditional), Breakfast & Brunch, Buffets","11:0-20:30","11:0-20:30","11:0-20:30","11:0-20:30","11:0-21:0","8:0-21:30","8:0-20:30",0
"22","N1XwkreWIROD2QKhb9qeHg","Brickyard Sports Bar and Grill","","20235 N Cave Creek Rd, Ste 111","Phoenix","AZ","85024",33.6713524,-112.0300423,2,3,0,NA,"True"," False street"," False"," False"," False"," False",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American (New), Food, Restaurants",NA,NA,NA,NA,NA,NA,NA,0
"23","MeSrAvgBNWHP2Js2--b6zw","P.A.K Crepes & Coffee","","7540 W Indian School Rd, Ste A4","Phoenix","AZ","85033",33.4955326,-112.2221158,4.5,59,1,"False","True"," False street"," False"," False"," False"," False","True","True","average","True","casual","False","True","1","False","True","none","False",NA,NA," False"," False"," True"," False"," True"," True","True","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Food, Ice Cream & Frozen Yogurt, Coffee & Tea, Creperies","9:0-20:0",NA,"9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0",0
"24","e880MGw6C6PJL-n3EJoY_g","Zoes Kitchen","","521 W Mcdowell Rd","Phoenix","AZ","85003",33.465499,-112.081565,3.5,174,1,"True","True"," False street"," False"," False"," True"," False","True","False","average","True","casual","False","True","1","False","True","none","True",NA,NA," False"," False"," True"," False"," False"," False","False","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}","False","yes_free",NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,"Steakhouses, Southern, Greek, Sandwiches, Restaurants, Mediterranean","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0",0
"25","PUBa8BIIgkfhgE1aucXl3w","Quiznos","","4212 W Cactus Rd, Ste 1107","Phoenix","AZ","85029",33.5981698,-112.1507483,2.5,5,0,"True","True",NA,NA,NA,NA,NA,"True","False","loud","False","dressy","True","True","1","False","True","none","True",NA,"False"," False"," False"," False"," False"," False"," False",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Delis, Fast Food, Sandwiches",NA,NA,NA,NA,NA,NA,NA,0
"26","x_bhc4U_e6lv7Dat2WV04w","O'Briens Sports Pub","","7829 N 35th Ave","Phoenix","AZ","85051",33.5523141,-112.1339396,3.5,56,1,"True","True"," False street"," False"," False"," True"," False","False","True","loud","True","casual","False","True","1","False","True","full_bar",NA,NA,NA," False"," False"," False"," False"," False"," False",NA,"True","no"," False"," False"," False"," False"," True"," False"," False"," False"," False}",NA,NA," False"," False"," True"," False"," False"," True"," True","False",NA,"False","True","{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}","outdoor",NA,NA,NA,NA,NA,NA,NA,NA,"Bars, Nightlife, Sports Bars, Beer Bar, Chicken Wings, Pubs, Restaurants","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0",0
"27","2p346MdyPISpZ2k-h0GSqg","Flaming Wok","","7611 W Thomas Rd","Phoenix","AZ","85033",33.4765,-112.224647,3.5,9,1,"True","True"," False street"," False"," False"," False"," False","True","False",NA,NA,"casual","False","True","1",NA,"True","none",NA,NA,NA," False"," False"," False"," False"," False"," False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants",NA,NA,NA,NA,NA,NA,NA,0
"28","8IblwilNlenDVwBbEzQEVg","Canton Dragon","","7307 W Indian School Rd","Phoenix","AZ","85033",33.4942311,-112.2166761,4,58,1,"False","True"," False street"," False"," False"," True"," False","True","True","average","False","casual","False","True","1","False","True","beer_and_wine","True",NA,NA," False"," False"," True"," True"," False"," False","True",NA,"no"," False"," False"," False"," False"," True"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","12:0-21:30",0
"29","CR-gLUcudD0AQr7dzASgLA","Two Sisters' Thai Food","","13035 N  Cave Creek Rd","Phoenix","AZ","85022",33.6059251,-112.0363947,4,82,0,"False","True"," False street"," False"," False"," True"," False","True","True","quiet","False","casual","False","True","1","False","True","beer_and_wine","True","False",NA," False"," False"," True"," False"," False"," False","True","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Gluten-Free, Thai","10:30-21:0",NA,"10:30-21:0","10:30-21:0","10:30-22:0","12:0-22:0","12:0-20:0",0
"30","ZArHo8slPY1RidxBWOEm5Q","Domino's Pizza","","4284 W Thomas Rd","Phoenix","AZ","85019",33.4808986,-112.1507276,2.5,8,1,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"False","False",NA,"False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pizza, Chicken Wings, Restaurants, Sandwiches","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-2:0","10:0-2:0","10:0-0:0",0
"31","CbpQD3NxSEoN4v7VDXYHAA","GreenMix","","3961 E Chandler Blvd, Ste 100","Phoenix","AZ","85048",33.3037326,-111.9987787,3.5,22,0,"True","True"," False street"," False"," False"," True"," False","True","False","average","True","casual","False","True","1","False","True","none","True",NA,NA," False"," False"," False"," False"," False"," False","False","True","no"," False"," False"," False"," False"," False"," False"," False"," False"," False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,"Salad, Asian Fusion, Restaurants, American (Traditional), Food, Sandwiches","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:30-20:30","11:0-20:30",0
"32","RWIavDLPCkzyP_ZpkeGtcA","Machetes & Mexican Food","","16816 N Cave Creek Rd","Phoenix","AZ","85032",33.6390491811,-112.031112563,3.5,3,0,NA,"True"," False street"," False"," False"," False"," False","True","True","average","False","casual","False","True","1","False","True","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Restaurants",NA,NA,NA,NA,NA,NA,NA,0
"33","Wx0ll2UHZl7NBAOFeL4m0A","Cafe La Bella","","2605 N 7th St","Phoenix","AZ","85006",33.4769999,-112.0648251,3,5,0,NA,"True"," False street"," False"," False"," False"," False","False",NA,NA,"False","casual",NA,"True","2",NA,NA,"full_bar",NA,NA,NA," False"," False"," False"," True"," False"," False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes_corkage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italian, Restaurants",NA,NA,NA,NA,NA,NA,NA,0
"34","ycAmQ9kRi5iB9OyJONacBQ","Paradise Bakery & Cafe","","3000 E Sky Harbor Blvd","Phoenix","AZ","85034",33.4356927835,-112.01379542,1.5,41,1,"False","True"," False street"," False"," False"," False"," False","True","False","average","False","casual","False","False","1","False","True","none","False",NA,NA," False"," False"," True"," False"," True"," False","False",NA,"no"," False"," False"," False"," False"," False"," False"," False"," False"," False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Sandwiches, Bakeries, Food, Cafes, Coffee & Tea",NA,NA,NA,NA,NA,NA,NA,0
"35","zU63bs3Ofe8y1peOgOFJaA","Connolly's Sports Grill","","2605 W Carefree Hwy","Phoenix","AZ","85085",33.797831,-112.115855,3.5,102,1,"True","True"," False street"," False"," False"," True"," False","False","True","average","True","casual","False","True","2","True","True","full_bar","True","True","False"," False"," False"," False"," True"," False"," False","True","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA," False"," False"," True"," False"," False"," False"," False","False",NA,"False","True","{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","outdoor",NA,NA,NA,NA,NA,NA,NA,NA,"Nightlife, Sports Bars, Bars, Fish & Chips, Restaurants, Karaoke, Burgers, American (Traditional), Irish, Breakfast & Brunch","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","9:0-2:0","9:0-2:0",0
"36","5PlbORAcmUAJ0QCMJRSmDw","Imperial Kosher Market","","737 E Glendale Ave","Phoenix","AZ","85020",33.5379914,-112.0635709,4,26,1,"False","True"," False street"," False"," False"," True"," False","True","False","quiet","True","casual","True","False","4","True","True","none","True",NA,NA," False"," False"," True"," False"," False"," False","True","True","free"," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kosher, Restaurants, Food, Grocery","8:30-19:0","8:30-19:0","8:30-19:0","8:30-19:0","8:30-15:30",NA,"9:0-19:0",0
"37","gE07l6v5mp5TPM4awcm5Xg","Big Guy's Sports Grill","","4601 E Bell Rd","Phoenix","AZ","85032",33.6400604,-111.9823835,4,50,0,NA,"True"," False street"," False"," False"," True"," False",NA,"True","average","True",NA,NA,"True","1",NA,NA,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," False"," False"," False"," False"," False"," False"," False"," False"," True}",NA,NA," False"," False"," True"," True"," True"," False"," False","False",NA,"False","True","{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","outdoor",NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Nightlife, Bars, American (Traditional), Sports Bars",NA,NA,NA,NA,NA,NA,NA,0
"38","E3qxMkbKxQR6Aca36c53GA","Helpings Cafe, Market and Catering","","3333 E Van Buren St","Phoenix","AZ","85008",33.4508289,-112.0094532,5,46,1,"True","True"," False street"," False"," False"," True"," False","True","False","average","False","casual","False","True","1","False","True","none","True",NA,NA," False"," False"," True"," False"," True"," False","False",NA,"free"," False"," False"," False"," True"," False"," False"," False"," False"," True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cafes, Restaurants, Salad, Sandwiches","7:0-15:0","7:0-15:0","7:0-15:0","7:0-15:0","7:0-15:0",NA,NA,0
